class,nameafter,name,charge,baseformula,C,H,O,N,P,S,species-specific,,,
5-HETE{d8},m/z 265.2777,m/z 265.2777,-1,,0,0,0,0,0,0,0,,,
5-HETE{d8},m/z 210.2246,m/z 210.2246,-1,,0,0,0,0,0,0,0,,,
5-HETE{d8},m/z 116.0465,m/z 116.0465,-1,,0,0,0,0,0,0,0,,,
5-HETE{d8},m/z 59.0139,m/z 59.0139,-1,,0,0,0,0,0,0,0,,,
5-HpETE,m/z 317.2119,m/z 317.2119,-1,,0,0,0,0,0,0,0,,,
5-HpETE,m/z 299.2016,m/z 299.2016,-1,,0,0,0,0,0,0,0,,,
5-HpETE,m/z 273.2223,m/z 273.2223,-1,,0,0,0,0,0,0,0,,,
5-HpETE,m/z 203.1804,m/z 203.1804,-1,,0,0,0,0,0,0,0,,,
5-HpETE,m/z 163.1493,m/z 163.1493,-1,,0,0,0,0,0,0,0,,,
5-HpETE,m/z 155.0714,m/z 155.0714,-1,,0,0,0,0,0,0,0,,,
5-HpETE,m/z 129.0558,m/z 129.0558,-1,,0,0,0,0,0,0,0,,,
5-HpETE,m/z 109.0658,m/z 109.0658,-1,,0,0,0,0,0,0,0,,,
5-HpETE,m/z 59.0139,m/z 59.0139,-1,,0,0,0,0,0,0,0,,,
5-OxoETE,m/z 273.2223,m/z 273.2223,-1,,0,0,0,0,0,0,0,,,
5-OxoETE,m/z 245.1911,m/z 245.1911,-1,,0,0,0,0,0,0,0,,,
5-OxoETE,m/z 203.1806,m/z 203.1806,-1,,0,0,0,0,0,0,0,,,
5-OxoETE,m/z 163.1494,m/z 163.1494,-1,,0,0,0,0,0,0,0,,,
5-OxoETE,m/z 129.0558,m/z 129.0558,-1,,0,0,0,0,0,0,0,,,
5-OxoETE,m/z 71.0137,m/z 71.0137,-1,,0,0,0,0,0,0,0,,,
5-OxoETE,m/z 59.0139,m/z 59.0139,-1,,0,0,0,0,0,0,0,,,
5-OxoETE{d7},m/z 280.2662,m/z 280.2662,-1,,0,0,0,0,0,0,0,,,
5-OxoETE{d7},m/z 252.2350,m/z 252.2350,-1,,0,0,0,0,0,0,0,,,
5-OxoETE{d7},m/z 210.2245,m/z 210.2245,-1,,0,0,0,0,0,0,0,,,
5-OxoETE{d7},m/z 167.1745,m/z 167.1745,-1,,0,0,0,0,0,0,0,,,
5-OxoETE{d7},m/z 131.0684,m/z 131.0684,-1,,0,0,0,0,0,0,0,,,
5-OxoETE{d7},m/z 71.0137,m/z 71.0137,-1,,0,0,0,0,0,0,0,,,
5-OxoETE{d7},m/z 59.0139,m/z 59.0139,-1,,0,0,0,0,0,0,0,,,
8(9)-EET,m/z 301.2173,m/z 301.2173,-1,,0,0,0,0,0,0,0,,,
8(9)-EET,m/z 275.2379,m/z 275.2379,-1,,0,0,0,0,0,0,0,,,
8(9)-EET,m/z 257.2274,m/z 257.2274,-1,,0,0,0,0,0,0,0,,,
8(9)-EET,m/z 179.1441,m/z 179.1441,-1,,0,0,0,0,0,0,0,,,
8(9)-EET,m/z 163.0461,m/z 163.0461,-1,,0,0,0,0,0,0,0,,,
8(9)-EET,m/z 155.0712,m/z 155.0712,-1,,0,0,0,0,0,0,0,,,
8(9)-EET,m/z 127.0764,m/z 127.0764,-1,,0,0,0,0,0,0,0,,,
8(9)-EET,m/z 123.0815,m/z 123.0815,-1,,0,0,0,0,0,0,0,,,
8(9)-EET,m/z 69.0342,m/z 69.0342,-1,,0,0,0,0,0,0,0,,,
8(9)-EET{d11},m/z 312.2863,m/z 312.2863,-1,,0,0,0,0,0,0,0,,,
8(9)-EET{d11},m/z 286.3069,m/z 286.3069,-1,,0,0,0,0,0,0,0,,,
8(9)-EET{d11},m/z 268.2964,m/z 268.2964,-1,,0,0,0,0,0,0,0,,,
8(9)-EET{d11},m/z 190.2131,m/z 190.2131,-1,,0,0,0,0,0,0,0,,,
8(9)-EET{d11},m/z 167.0712,m/z 167.0712,-1,,0,0,0,0,0,0,0,,,
8(9)-EET{d11},m/z 155.0712,m/z 155.0712,-1,,0,0,0,0,0,0,0,,,
8(9)-EET{d11},m/z 127.0764,m/z 127.0764,-1,,0,0,0,0,0,0,0,,,
8(9)-EET{d11},m/z 123.0815,m/z 123.0815,-1,,0,0,0,0,0,0,0,,,
8(9)-EET{d11},m/z 69.0342,m/z 69.0342,-1,,0,0,0,0,0,0,0,,,
"8,9-DHET",m/z 319.2281,m/z 319.2281,-1,,0,0,0,0,0,0,0,,,
"8,9-DHET",m/z 257.2277,m/z 257.2277,-1,,0,0,0,0,0,0,0,,,
"8,9-DHET",m/z 209.1549,m/z 209.1549,-1,,0,0,0,0,0,0,0,,,
"8,9-DHET",m/z 185.0820,m/z 185.0820,-1,,0,0,0,0,0,0,0,,,
"8,9-DHET",m/z 141.0923,m/z 141.0923,-1,,0,0,0,0,0,0,0,,,
"8,9-DHET",m/z 127.0766,m/z 127.0766,-1,,0,0,0,0,0,0,0,,,
"8,9-DHET",m/z 123.0817,m/z 123.0817,-1,,0,0,0,0,0,0,0,,,
"8,9-DHET",m/z 111.0817,m/z 111.0817,-1,,0,0,0,0,0,0,0,,,
"8,9-DHET",m/z 73.0294,m/z 73.0294,-1,,0,0,0,0,0,0,0,,,
"8,9-DHET{d11}",m/z 330.2971,m/z 330.2971,-1,,0,0,0,0,0,0,0,,,
"8,9-DHET{d11}",m/z 268.2967,m/z 268.2967,-1,,0,0,0,0,0,0,0,,,
"8,9-DHET{d11}",m/z 220.2239,m/z 220.2239,-1,,0,0,0,0,0,0,0,,,
"8,9-DHET{d11}",m/z 185.0820,m/z 185.0820,-1,,0,0,0,0,0,0,0,,,
"8,9-DHET{d11}",m/z 141.0923,m/z 141.0923,-1,,0,0,0,0,0,0,0,,,
"8,9-DHET{d11}",m/z 127.0766,m/z 127.0766,-1,,0,0,0,0,0,0,0,,,
"8,9-DHET{d11}",m/z 123.0817,m/z 123.0817,-1,,0,0,0,0,0,0,0,,,
"8,9-DHET{d11}",m/z 111.0817,m/z 111.0817,-1,,0,0,0,0,0,0,0,,,
"8,9-DHET{d11}",m/z 73.0294,m/z 73.0294,-1,,0,0,0,0,0,0,0,,,
8-HDoHE,m/z 299.2378,m/z 299.2378,-1,,0,0,0,0,0,0,0,,,
8-HDoHE,m/z 281.2272,m/z 281.2272,-1,,0,0,0,0,0,0,0,,,
8-HDoHE,m/z 243.1753,m/z 243.1753,-1,,0,0,0,0,0,0,0,,,
8-HDoHE,m/z 189.1648,m/z 189.1648,-1,,0,0,0,0,0,0,0,,,
8-HDoHE,m/z 135.1178,m/z 135.1178,-1,,0,0,0,0,0,0,0,,,
8-HDoHE,m/z 121.1022,m/z 121.1022,-1,,0,0,0,0,0,0,0,,,
8-HDoHE,m/z 109.0658,m/z 109.0658,-1,,0,0,0,0,0,0,0,,,
8-HDoHE,m/z 107.0866,m/z 107.0866,-1,,0,0,0,0,0,0,0,,,
8-HDoHE,m/z 69.0342,m/z 69.0342,-1,,0,0,0,0,0,0,0,,,
8-HETE,m/z 301.2172,m/z 301.2172,-1,,0,0,0,0,0,0,0,,,
8-HETE,m/z 275.2377,m/z 275.2377,-1,,0,0,0,0,0,0,0,,,
8-HETE,m/z 257.2273,m/z 257.2273,-1,,0,0,0,0,0,0,0,,,
8-HETE,m/z 203.1802,m/z 203.1802,-1,,0,0,0,0,0,0,0,,,
8-HETE,m/z 163.1492,m/z 163.1492,-1,,0,0,0,0,0,0,0,,,
8-HETE,m/z 155.0712,m/z 155.0712,-1,,0,0,0,0,0,0,0,,,
8-HETE,m/z 127.0764,m/z 127.0764,-1,,0,0,0,0,0,0,0,,,
8-HETE,m/z 111.0815,m/z 111.0815,-1,,0,0,0,0,0,0,0,,,
8-HETE,m/z 59.0139,m/z 59.0139,-1,,0,0,0,0,0,0,0,,,
9(10)-EpOME,m/z 277.2167,m/z 277.2167,-1,,0,0,0,0,0,0,0,,,
9(10)-EpOME,m/z 276.2106,m/z 276.2106,-1,,0,0,0,0,0,0,0,,,
9(10)-EpOME,m/z 195.1391,m/z 195.1391,-1,,0,0,0,0,0,0,0,,,
9(10)-EpOME,m/z 183.1024,m/z 183.1024,-1,,0,0,0,0,0,0,0,,,
9(10)-EpOME,m/z 171.1026,m/z 171.1026,-1,,0,0,0,0,0,0,0,,,
9(10)-EpOME,m/z 59.0139,m/z 59.0139,-1,,0,0,0,0,0,0,0,,,
9(10)-EpOME{d4},m/z 281.2418,m/z 281.2418,-1,,0,0,0,0,0,0,0,,,
9(10)-EpOME{d4},m/z 280.2357,m/z 280.2357,-1,,0,0,0,0,0,0,0,,,
9(10)-EpOME{d4},m/z 198.1579,m/z 198.1579,-1,,0,0,0,0,0,0,0,,,
9(10)-EpOME{d4},m/z 185.1150,m/z 185.1150,-1,,0,0,0,0,0,0,0,,,
9(10)-EpOME{d4},m/z 172.1089,m/z 172.1089,-1,,0,0,0,0,0,0,0,,,
9(10)-EpOME{d4},m/z 59.0139,m/z 59.0139,-1,,0,0,0,0,0,0,0,,,
9-HEPE,m/z 299.2014,m/z 299.2014,-1,,0,0,0,0,0,0,0,,,
9-HEPE,m/z 255.2117,m/z 255.2117,-1,,0,0,0,0,0,0,0,,,
9-HEPE,m/z 177.1284,m/z 177.1284,-1,,0,0,0,0,0,0,0,,,
9-HEPE,m/z 167.0713,m/z 167.0713,-1,,0,0,0,0,0,0,0,,,
9-HEPE,m/z 149.1334,m/z 149.1334,-1,,0,0,0,0,0,0,0,,,
9-HEPE,m/z 139.0764,m/z 139.0764,-1,,0,0,0,0,0,0,0,,,
9-HEPE,m/z 123.0816,m/z 123.0816,-1,,0,0,0,0,0,0,0,,,
9-HEPE,m/z 69.0342,m/z 69.0342,-1,,0,0,0,0,0,0,0,,,
9-HEPE,m/z 59.0139,m/z 59.0139,-1,,0,0,0,0,0,0,0,,,
9-HETE,m/z 301.2170,m/z 301.2170,-1,,0,0,0,0,0,0,0,,,
9-HETE,m/z 257.2275,m/z 257.2275,-1,,0,0,0,0,0,0,0,,,
9-HETE,m/z 203.1804,m/z 203.1804,-1,,0,0,0,0,0,0,0,,,
9-HETE,m/z 179.1440,m/z 179.1440,-1,,0,0,0,0,0,0,0,,,
9-HETE,m/z 167.0712,m/z 167.0712,-1,,0,0,0,0,0,0,0,,,
9-HETE,m/z 139.0764,m/z 139.0764,-1,,0,0,0,0,0,0,0,,,
9-HETE,m/z 123.0815,m/z 123.0815,-1,,0,0,0,0,0,0,0,,,
9-HETE,m/z 69.0342,m/z 69.0342,-1,,0,0,0,0,0,0,0,,,
9-HETE,m/z 59.0139,m/z 59.0139,-1,,0,0,0,0,0,0,0,,,
9-HODE,m/z 277.2169,m/z 277.2169,-1,,0,0,0,0,0,0,0,,,
9-HODE,m/z 233.2274,m/z 233.2274,-1,,0,0,0,0,0,0,0,,,
9-HODE,m/z 171.1025,m/z 171.1025,-1,,0,0,0,0,0,0,0,,,
9-HODE,m/z 123.1179,m/z 123.1179,-1,,0,0,0,0,0,0,0,,,
9-HODE,m/z 59.0139,m/z 59.0139,-1,,0,0,0,0,0,0,0,,,
9-HOTrE,m/z 275.2018,m/z 275.2018,-1,,0,0,0,0,0,0,0,,,
9-HOTrE,m/z 231.2119,m/z 231.2119,-1,,0,0,0,0,0,0,0,,,
9-HOTrE,m/z 185.1184,m/z 185.1184,-1,,0,0,0,0,0,0,0,,,
9-HOTrE,m/z 171.1029,m/z 171.1029,-1,,0,0,0,0,0,0,0,,,
9-HOTrE,m/z 121.1024,m/z 121.1024,-1,,0,0,0,0,0,0,0,,,
9-HOTrE,m/z 71.0137,m/z 71.0137,-1,,0,0,0,0,0,0,0,,,
9-HOTrE,m/z 59.0139,m/z 59.0139,-1,,0,0,0,0,0,0,0,,,
AA,m/z 259.2427,m/z 259.2427,-1,,0,0,0,0,0,0,0,,,
AA,m/z 231.2116,m/z 231.2116,-1,,0,0,0,0,0,0,0,,,
AA,m/z 205.1961,m/z 205.1961,-1,,0,0,0,0,0,0,0,,,
AA,m/z 177.1647,m/z 177.1647,-1,,0,0,0,0,0,0,0,,,
AA,m/z 59.0139,m/z 59.0139,-1,,0,0,0,0,0,0,0,,,
AA{d8},m/z 267.2929,m/z 267.2929,-1,,0,0,0,0,0,0,0,,,
AA{d8},m/z 239.2618,m/z 239.2618,-1,,0,0,0,0,0,0,0,,,
AA{d8},m/z 212.240,m/z 212.240,-1,,0,0,0,0,0,0,0,,,
AA{d8},m/z 183.2024,m/z 183.2024,-1,,0,0,0,0,0,0,0,,,
AA{d8},m/z 59.0139,m/z 59.0139,-1,,0,0,0,0,0,0,0,,,
ALA,m/z 259.2066,m/z 259.2066,-1,,0,0,0,0,0,0,0,,,
ALA,m/z 233.2276,m/z 233.2276,-1,,0,0,0,0,0,0,0,,,
ALA,m/z 205.1966,m/z 205.1966,-1,,0,0,0,0,0,0,0,,,
ALA,m/z 83.0503,m/z 83.0503,-1,,0,0,0,0,0,0,0,,,
ALA,m/z 71.0138,m/z 71.0138,-1,,0,0,0,0,0,0,0,,,
ALA,m/z 59.0139,m/z 59.0139,-1,,0,0,0,0,0,0,0,,,
ALA{d14},m/z 271.2819,m/z 271.2819,-1,,0,0,0,0,0,0,0,,,
ALA{d14},m/z 247.3155,m/z 247.3155,-1,,0,0,0,0,0,0,0,,,
ALA{d14},m/z 215.2594,m/z 215.2594,-1,,0,0,0,0,0,0,0,,,
ALA{d14},m/z 89.0880,m/z 89.0880,-1,,0,0,0,0,0,0,0,,,
ALA{d14},m/z 74.0326,m/z 74.0326,-1,,0,0,0,0,0,0,0,,,
ALA{d14},m/z 61.0261,m/z 61.0261,-1,,0,0,0,0,0,0,0,,,
DHA,m/z 309.2224,m/z 309.2224,-1,,0,0,0,0,0,0,0,,,
DHA,m/z 283.2430,m/z 283.2430,-1,,0,0,0,0,0,0,0,,,
DHA,m/z 255.2115,m/z 255.2115,-1,,0,0,0,0,0,0,0,,,
DHA,m/z 229.1960,m/z 229.1960,-1,,0,0,0,0,0,0,0,,,
DHA,m/z 177.1647,m/z 177.1647,-1,,0,0,0,0,0,0,0,,,
DHA,m/z 59.0139,m/z 59.0139,-1,,0,0,0,0,0,0,0,,,
DHA{d5},m/z 314.2538,m/z 314.2538,-1,,0,0,0,0,0,0,0,,,
DHA{d5},m/z 288.2744,m/z 288.2744,-1,,0,0,0,0,0,0,0,,,
DHA{d5},m/z 260.2429,m/z 260.2429,-1,,0,0,0,0,0,0,0,,,
DHA{d5},m/z 234.2274,m/z 234.2274,-1,,0,0,0,0,0,0,0,,,
DHA{d5},m/z 182.1961,m/z 182.1961,-1,,0,0,0,0,0,0,0,,,
DHA{d5},m/z 59.0139,m/z 59.0139,-1,,0,0,0,0,0,0,0,,,
EPA,m/z 257.2272,m/z 257.2272,-1,,0,0,0,0,0,0,0,,,
EPA,m/z 203.1804,m/z 203.1804,-1,,0,0,0,0,0,0,0,,,
EPA,m/z 59.0139,m/z 59.0139,-1,,0,0,0,0,0,0,0,,,
EPA{d5},m/z 262.2586,m/z 262.2586,-1,,0,0,0,0,0,0,0,,,
EPA{d5},m/z 208.2118,m/z 208.2118,-1,,0,0,0,0,0,0,0,,,
EPA{d5},m/z 59.0139,m/z 59.0139,-1,,0,0,0,0,0,0,0,,,
Linoleic acid,m/z 261.2221,m/z 261.2221,-1,,0,0,0,0,0,0,0,,,
Linoleic acid,m/z 59.0139,m/z 59.0139,-1,,0,0,0,0,0,0,0,,,
Linoleic acid{d4},m/z 265.2472,m/z 265.2472,-1,,0,0,0,0,0,0,0,,,
Linoleic acid{d4},m/z 59.0139,m/z 59.0139,-1,,0,0,0,0,0,0,0,,,
Linoleic acid{d11},m/z 272.2912,m/z 272.2912,-1,,0,0,0,0,0,0,0,,,
Linoleic acid{d11},m/z 59.0139,m/z 59.0139,-1,,0,0,0,0,0,0,0,,,
LTB4,m/z 317.2119,m/z 317.2119,-1,,0,0,0,0,0,0,0,,,
LTB4,m/z 273.2221,m/z 273.2221,-1,,0,0,0,0,0,0,0,,,
LTB4,m/z 195.1025,m/z 195.1025,-1,,0,0,0,0,0,0,0,,,
LTB4,m/z 151.1127,m/z 151.1127,-1,,0,0,0,0,0,0,0,,,
LTB4,m/z 129.0556,m/z 129.0556,-1,,0,0,0,0,0,0,0,,,
LTB4,m/z 71.0135,m/z 71.0135,-1,,0,0,0,0,0,0,0,,,
LTB4,m/z 59.0139,m/z 59.0139,-1,,0,0,0,0,0,0,0,,,
LTB4{d4},m/z 321.2370,m/z 321.2370,-1,,0,0,0,0,0,0,0,,,
LTB4{d4},m/z 277.2472,m/z 277.2472,-1,,0,0,0,0,0,0,0,,,
LTB4{d4},m/z 197.1151,m/z 197.1151,-1,,0,0,0,0,0,0,0,,,
LTB4{d4},m/z 153.1253,m/z 153.1253,-1,,0,0,0,0,0,0,0,,,
LTB4{d4},m/z 130.0619,m/z 130.0619,-1,,0,0,0,0,0,0,0,,,
LTB4{d4},m/z 71.0135,m/z 71.0135,-1,,0,0,0,0,0,0,0,,,
LTB4{d4},m/z 59.0139,m/z 59.0139,-1,,0,0,0,0,0,0,0,,,
LTC4,m/z 606.2861,m/z 606.2861,-1,,0,0,0,0,0,0,0,,,
LTC4,m/z 508.2489,m/z 508.2489,-1,,0,0,0,0,0,0,0,,,
LTC4,m/z 306.0768,m/z 306.0768,-1,,0,0,0,0,0,0,0,,,
LTC4,m/z 288.0663,m/z 288.0663,-1,,0,0,0,0,0,0,0,,,
LTC4,m/z 272.0890,m/z 272.0890,-1,,0,0,0,0,0,0,0,,,
LTC4,m/z 254.0785,m/z 254.0785,-1,,0,0,0,0,0,0,0,,,
LTC4,m/z 210.0887,m/z 210.0887,-1,,0,0,0,0,0,0,0,,,
LTC4,m/z 143.0464,m/z 143.0464,-1,,0,0,0,0,0,0,0,,,
LTC4,m/z 128.0355,m/z 128.0355,-1,,0,0,0,0,0,0,0,,,
LTC4{d5},m/z 611.3175,m/z 611.3175,-1,,0,0,0,0,0,0,0,,,
LTC4{d5},m/z 513.2803,m/z 513.2803,-1,,0,0,0,0,0,0,0,,,
LTC4{d5},m/z 306.0768,m/z 306.0768,-1,,0,0,0,0,0,0,0,,,
LTC4{d5},m/z 288.0663,m/z 288.0663,-1,,0,0,0,0,0,0,0,,,
LTC4{d5},m/z 272.0890,m/z 272.0890,-1,,0,0,0,0,0,0,0,,,
LTC4{d5},m/z 254.0785,m/z 254.0785,-1,,0,0,0,0,0,0,0,,,
LTC4{d5},m/z 210.0887,m/z 210.0887,-1,,0,0,0,0,0,0,0,,,
LTC4{d5},m/z 143.0464,m/z 143.0464,-1,,0,0,0,0,0,0,0,,,
LTC4{d5},m/z 128.0355,m/z 128.0355,-1,,0,0,0,0,0,0,0,,,
LTD4,m/z 477.2430,m/z 477.2430,-1,,0,0,0,0,0,0,0,,,
LTD4,m/z 333.1895,m/z 333.1895,-1,,0,0,0,0,0,0,0,,,
LTD4,m/z 289.1996,m/z 289.1996,-1,,0,0,0,0,0,0,0,,,
LTD4,m/z 235.1528,m/z 235.1528,-1,,0,0,0,0,0,0,0,,,
LTD4,m/z 177.0340,m/z 177.0340,-1,,0,0,0,0,0,0,0,,,
LTD4,m/z 160.0201,m/z 160.0201,-1,,0,0,0,0,0,0,0,,,
LTD4,m/z 143.0463,m/z 143.0463,-1,,0,0,0,0,0,0,0,,,
LTD4,m/z 99.0565,m/z 99.0565,-1,,0,0,0,0,0,0,0,,,
LTD4,m/z 58.0295,m/z 58.0295,-1,,0,0,0,0,0,0,0,,,
LTD4{d5},m/z 482.2744,m/z 482.2744,-1,,0,0,0,0,0,0,0,,,
LTD4{d5},m/z 338.2209,m/z 338.2209,-1,,0,0,0,0,0,0,0,,,
LTD4{d5},m/z 294.2310,m/z 294.2310,-1,,0,0,0,0,0,0,0,,,
LTD4{d5},m/z 240.1842,m/z 240.1842,-1,,0,0,0,0,0,0,0,,,
LTD4{d5},m/z 177.0340,m/z 177.0340,-1,,0,0,0,0,0,0,0,,,
LTD4{d5},m/z 160.0201,m/z 160.0201,-1,,0,0,0,0,0,0,0,,,
LTD4{d5},m/z 143.0463,m/z 143.0463,-1,,0,0,0,0,0,0,0,,,
LTD4{d5},m/z 99.0565,m/z 99.0565,-1,,0,0,0,0,0,0,0,,,
LTD4{d5},m/z 58.0295,m/z 58.0295,-1,,0,0,0,0,0,0,0,,,
Maresin 1,m/z 341.2121,m/z 341.2121,-1,,0,0,0,0,0,0,0,,,
Maresin 1,m/z 297.2223,m/z 297.2223,-1,,0,0,0,0,0,0,0,,,
Maresin 1,m/z 250.1210,m/z 250.1210,-1,,0,0,0,0,0,0,0,,,
Maresin 1,m/z 228.1518,m/z 228.1518,-1,,0,0,0,0,0,0,0,,,
Maresin 1,m/z 177.1283,m/z 177.1283,-1,,0,0,0,0,0,0,0,,,
Maresin 1,m/z 123.0815,m/z 123.0815,-1,,0,0,0,0,0,0,0,,,
Maresin 1,m/z 113.0608,m/z 113.0608,-1,,0,0,0,0,0,0,0,,,
Maresin 1,m/z 93.0345,m/z 93.0345,-1,,0,0,0,0,0,0,0,,,
Maresin 1,m/z 59.0139,m/z 59.0139,-1,,0,0,0,0,0,0,0,,,
Palmitic acid,m/z 237.2222,m/z 237.2222,-1,,0,0,0,0,0,0,0,,,
Palmitic acid{d2},m/z 237.2222,m/z 237.2222,-1,,0,0,0,0,0,0,0,,,
PGB2,m/z 315.1966,m/z 315.1966,-1,,0,0,0,0,0,0,0,,,
PGB2,m/z 271.2068,m/z 271.2068,-1,,0,0,0,0,0,0,0,,,
PGB2,m/z 235.1341,m/z 235.1341,-1,,0,0,0,0,0,0,0,,,
PGB2,m/z 207.1029,m/z 207.1029,-1,,0,0,0,0,0,0,0,,,
PGB2,m/z 175.1130,m/z 175.1130,-1,,0,0,0,0,0,0,0,,,
PGB2,m/z 163.1130,m/z 163.1130,-1,,0,0,0,0,0,0,0,,,
PGB2,m/z 113.0973,m/z 113.0973,-1,,0,0,0,0,0,0,0,,,
PGB2,m/z 57.0342,m/z 57.0342,-1,,0,0,0,0,0,0,0,,,
PGB2{d4},m/z 319.2217,m/z 319.2217,-1,,0,0,0,0,0,0,0,,,
PGB2{d4},m/z 275.2319,m/z 275.2319,-1,,0,0,0,0,0,0,0,,,
PGB2{d4},m/z 239.1592,m/z 239.1592,-1,,0,0,0,0,0,0,0,,,
PGB2{d4},m/z 211.1280,m/z 211.1280,-1,,0,0,0,0,0,0,0,,,
PGB2{d4},m/z 179.1381,m/z 179.1381,-1,,0,0,0,0,0,0,0,,,
PGB2{d4},m/z 167.1381,m/z 167.1381,-1,,0,0,0,0,0,0,0,,,
PGB2{d4},m/z 113.0973,m/z 113.0973,-1,,0,0,0,0,0,0,0,,,
PGB2{d4},m/z 57.0342,m/z 57.0342,-1,,0,0,0,0,0,0,0,,,
PGD2,m/z 333.2072,m/z 333.2072,-1,,0,0,0,0,0,0,0,,,
PGD2,m/z 315.1964,m/z 315.1964,-1,,0,0,0,0,0,0,0,,,
PGD2,m/z 271.2065,m/z 271.2065,-1,,0,0,0,0,0,0,0,,,
PGD2,m/z 251.1288,m/z 251.1288,-1,,0,0,0,0,0,0,0,,,
PGD2,m/z 233.1182,m/z 233.1182,-1,,0,0,0,0,0,0,0,,,
PGD2,m/z 203.1441,m/z 203.1441,-1,,0,0,0,0,0,0,0,,,
PGD2,m/z 189.1283,m/z 189.1283,-1,,0,0,0,0,0,0,0,,,
PGD2,m/z 121.0659,m/z 121.0659,-1,,0,0,0,0,0,0,0,,,
PGD2{d4},m/z 337.2323,m/z 337.2323,-1,,0,0,0,0,0,0,0,,,
PGD2{d4},m/z 319.2215,m/z 319.2215,-1,,0,0,0,0,0,0,0,,,
PGD2{d4},m/z 275.2316,m/z 275.2316,-1,,0,0,0,0,0,0,0,,,
PGD2{d4},m/z 255.1539,m/z 255.1539,-1,,0,0,0,0,0,0,0,,,
PGD2{d4},m/z 237.1433,m/z 237.1433,-1,,0,0,0,0,0,0,0,,,
PGD2{d4},m/z 203.1441,m/z 203.1441,-1,,0,0,0,0,0,0,0,,,
PGD2{d4},m/z 193.1534,m/z 193.1534,-1,,0,0,0,0,0,0,0,,,
PGD2{d4},m/z 121.0659,m/z 121.0659,-1,,0,0,0,0,0,0,0,,,
PGE2,m/z 333.2070,m/z 333.2070,-1,,0,0,0,0,0,0,0,,,
PGE2,m/z 315.1962,m/z 315.1962,-1,,0,0,0,0,0,0,0,,,
PGE2,m/z 289.2174,m/z 289.2174,-1,,0,0,0,0,0,0,0,,,
PGE2,m/z 271.2064,m/z 271.2064,-1,,0,0,0,0,0,0,0,,,
PGE2,m/z 235.1338,m/z 235.1338,-1,,0,0,0,0,0,0,0,,,
PGE2,m/z 233.1181,m/z 233.1181,-1,,0,0,0,0,0,0,0,,,
PGE2,m/z 189.1282,m/z 189.1282,-1,,0,0,0,0,0,0,0,,,
PGE2,m/z 175.1127,m/z 175.1127,-1,,0,0,0,0,0,0,0,,,
PGE2{d4},m/z 337.2321,m/z 337.2321,-1,,0,0,0,0,0,0,0,,,
PGE2{d4},m/z 319.2213,m/z 319.2213,-1,,0,0,0,0,0,0,0,,,
PGE2{d4},m/z 293.2425,m/z 293.2425,-1,,0,0,0,0,0,0,0,,,
PGE2{d4},m/z 275.2315,m/z 275.2315,-1,,0,0,0,0,0,0,0,,,
PGE2{d4},m/z 239.1589,m/z 239.1589,-1,,0,0,0,0,0,0,0,,,
PGE2{d4},m/z 237.1432,m/z 237.1432,-1,,0,0,0,0,0,0,0,,,
PGE2{d4},m/z 193.1533,m/z 193.1533,-1,,0,0,0,0,0,0,0,,,
PGE2{d4},m/z 179.1378,m/z 179.1378,-1,,0,0,0,0,0,0,0,,,
PGE2{d9},m/z 342.2631,m/z 342.2631,-1,,0,0,0,0,0,0,0,,,
PGE2{d9},m/z 324.2529,m/z 324.2529,-1,,0,0,0,0,0,0,0,,,
PGE2{d9},m/z 280.2630,m/z 280.2630,-1,,0,0,0,0,0,0,0,,,
PGE2{d9},m/z 233.1183,m/z 233.1183,-1,,0,0,0,0,0,0,0,,,
PGE2{d9},m/z 226.2162,m/z 226.2162,-1,,0,0,0,0,0,0,0,,,
PGE2{d9},m/z 189.1285,m/z 189.1285,-1,,0,0,0,0,0,0,0,,,
PGE2{d9},m/z 175.1128,m/z 175.1128,-1,,0,0,0,0,0,0,0,,,
PGE2{d9},m/z 122.1537,m/z 122.1537,-1,,0,0,0,0,0,0,0,,,
PGE2{d9},m/z 59.0139,m/z 59.0139,-1,,0,0,0,0,0,0,0,,,
PGF2alpha,m/z 309.2073,m/z 309.2073,-1,,0,0,0,0,0,0,0,,,
PGF2alpha,m/z 291.1967,m/z 291.1967,-1,,0,0,0,0,0,0,0,,,
PGF2alpha,m/z 247.2069,m/z 247.2069,-1,,0,0,0,0,0,0,0,,,
PGF2alpha,m/z 209.1185,m/z 209.1185,-1,,0,0,0,0,0,0,0,,,
PGF2alpha,m/z 193.1235,m/z 193.1235,-1,,0,0,0,0,0,0,0,,,
PGF2alpha,m/z 171.1028,m/z 171.1028,-1,,0,0,0,0,0,0,0,,,
PGF2alpha,m/z 165.1286,m/z 165.1286,-1,,0,0,0,0,0,0,0,,,
PGF2alpha,m/z 83.0503,m/z 83.0503,-1,,0,0,0,0,0,0,0,,,
PGF2alpha,m/z 59.0139,m/z 59.0139,-1,,0,0,0,0,0,0,0,,,
PGF2alpha{d4},m/z 313.2324,m/z 313.2324,-1,,0,0,0,0,0,0,0,,,
PGF2alpha{d4},m/z 295.2218,m/z 295.2218,-1,,0,0,0,0,0,0,0,,,
PGF2alpha{d4},m/z 251.2320,m/z 251.2320,-1,,0,0,0,0,0,0,0,,,
PGF2alpha{d4},m/z 213.1436,m/z 213.1436,-1,,0,0,0,0,0,0,0,,,
