class,nameafter,name,charge,baseformula,C,H,O,N,P,S,species-specific,,,
CL,-FA [yy:y](-H)-FA [uu:u](-H) [-2],-FA2(-H)-FA4(-H) [-2],-2,FA1;FA3;HG,0,2,0,0,0,0,0,,,
CL,-FA [zz:z](-H)-FA [uu:u](-H) [-2],-FA3(-H)-FA4(-H) [-2],-2,FA1;FA2;HG,0,2,0,0,0,0,0,,,
CL,FA [xx:x](+O) + FA [yy:y](+O) + HG(GP),FA1(+O) + FA2(+O) + HG(GP),-1,FA1;FA2;HG,-3,-7,-6,0,-1,0,0,,,
CL,FA [zz:z](+O) + FA [uu:u](+O) + HG(GP),FA3(+O) + FA4(+O) + HG(GP),-1,FA3;FA4;HG,-3,-7,-6,0,-1,0,0,,,
CL,FA [xx:x](+O) + FA [yy:y](+O) + HG(GPG),FA1(+O) + FA2(+O) + HG(GPG),-1,FA1;FA2;HG,-3,-6,-3,0,0,0,0,,,
CL,FA [zz:z](+O) + FA [uu:u](+O) + HG(GPG),FA3(+O) + FA4(+O) + HG(GPG),-1,FA3;FA4;HG,-3,-6,-3,0,0,0,0,,,
CL,FA [xx:x](+O) + FA [yy:y](+O) + HG(PA),FA1(+O) + FA2(+O) + HG(PA),-1,FA1;FA2;HG,-6,-11,-7,0,-1,0,0,,,
CL,FA [zz:z](+O) + FA [uu:u](+O) + HG(PA),FA3(+O) + FA4(+O) + HG(PA),-1,FA3;FA4;HG,-6,-11,-7,0,-1,0,0,,,
CL,FA [xx:x](+O) + HG(PA),FA1(+O) + HG(PA),-1,FA1;HG,-6,-10,-7,0,-1,0,0,,,
CL,FA [yy:y](+O) + HG(PA),FA2(+O) + HG(PA),-1,FA2;HG,-6,-10,-7,0,-1,0,0,,,
CL,FA [zz:z](+O) + HG(PA),FA3(+O) + HG(PA),-1,FA3;HG,-6,-10,-7,0,-1,0,0,,,
CL,FA [uu:u](+O) + HG(PA),FA4(+O) + HG(PA),-1,FA4;HG,-6,-10,-7,0,-1,0,0,,,
DG,"-(H2O+NH3,35)","-(H2O+NH3,35)",1,M,0,-2,-1,0,0,0,1,,,
DG,-FA [xx:x](-H)-(H2O+NH3),-FA1(-H)-(H2O+NH3),1,FA2;HG,0,-1,-1,0,0,0,0,,,
DG,-FA [yy:y](-H)-(H2O+NH3),-FA2(-H)-(H2O+NH3),1,FA1;HG,0,-1,-1,0,0,0,0,,,
DGDG,"-(NH3,17)","-(NH3,17)",1,M,0,0,0,0,0,0,1,,,
DGDG,"-HG(Hex2,324)","-HG(Hex2,324)",1,M,-12,-20,-10,0,0,0,1,,,
DGDG,"-HG(Hex,162)","-HG(Hex,162)",1,M,-6,-10,-5,0,0,0,1,,,
DGDG,"-HG(Hex2,342)","-HG(Hex2,342)",1,M,-12,-22,-11,0,0,0,1,,,
DGDG,FA [yy:y](+C3H6O2),FA2(+C3H6O2),1,FA2;HG,-12,-21,-11,0,0,0,0,,,
DGDG,FA [xx:x](+C3H6O2),FA1(+C3H6O2),1,FA1;HG,-12,-21,-11,0,0,0,0,,,
DGDG,"HG(DGDG,415)","HG(DGDG,415)",-1,HG,0,2,0,0,0,0,1,,,
DGDG,"HG(DGDG,397)","HG(DGDG,397)",-1,HG,0,0,-1,0,0,0,1,,,
DGDG,"HG(DGDG,379)","HG(DGDG,379)",-1,HG,0,-2,-2,0,0,0,1,,,
DGDG,-([adduct]),-([adduct]),-1,M,0,0,0,0,0,0,1,,,
DGDG,FA [xx:x](+O),FA1(+O),-1,FA1,0,1,1,0,0,0,0,,,
DGDG,FA [yy:y](+O),FA2(+O),-1,FA2,0,1,1,0,0,0,0,,,
DGDG,-FA [xx:x](+HO),-FA1(+HO),-1,FA2;HG,0,-1,-1,0,0,0,0,,,
DGDG,-FA [yy:y](+HO),-FA2(+HO),-1,FA1;HG,0,-1,-1,0,0,0,0,,,
DGDG,-FA [xx:x](-H),-FA1(-H),-1,FA2;HG,0,1,0,0,0,0,0,,,
DGDG,-FA [yy:y](-H),-FA2(-H),-1,FA1;HG,0,1,0,0,0,0,0,,,
DMPE,"HG(DMPE,170)","HG(DMPE,170)",1,HG,-3,-4,-2,0,0,0,1,,,
DMPE,"-HG(DMPE,169)","-HG(DMPE,169)",1,M,-4,-12,-4,-1,-1,0,1,,,
DMPE,FA [xx:x],FA1,1,FA1,0,-1,0,0,0,0,0,,,
DMPE,FA [yy:y],FA2,1,FA2,0,-1,0,0,0,0,0,,,
DMPE,FA [yy:y](+C3H4O) + HG(DMPE),FA2(+C3H4O) + HG(DMPE),1,FA2;HG,0,-1,-1,0,0,0,0,,,
DMPE,FA [xx:x](+C3H4O) + HG(DMPE),FA1(+C3H4O) + HG(DMPE),1,FA1;HG,0,-1,-1,0,0,0,0,,,
DMPE,FA [yy:y](+C3H6O2) + HG(DMPE),FA2(+C3H6O2) + HG(DMPE),1,FA2;HG,0,1,0,0,0,0,0,,,
DMPE,FA [xx:x](+C3H6O2) + HG(DMPE),FA1(+C3H6O2) + HG(DMPE),1,FA1;HG,0,1,0,0,0,0,0,,,
DMPE,FA [xx:x](+C3H6O2),FA1(+C3H6O2),1,FA1;HG,-4,-11,-4,-1,-1,0,0,,,
DMPE,FA [yy:y](+C3H6O2),FA2(+C3H6O2),1,FA2;HG,-4,-11,-4,-1,-1,0,0,,,
DMPE,FA [xx:x](+C3H4O),FA1(+C3H4O),1,FA1;HG,-4,-13,-5,-1,-1,0,0,,,
DMPE,FA [yy:y](+C3H4O),FA2(+C3H4O),1,FA2;HG,-4,-13,-5,-1,-1,0,0,,,
DMPE,P(79),P(79),-1,HG,-7,-15,-3,-1,0,0,1,,,
DMPE,"HG(DMPE,168)","HG(DMPE,168)",-1,HG,-3,-4,-2,0,0,0,1,,,
DMPE,"HG(DMPE,224)","HG(DMPE,224)",-1,HG,0,0,-1,0,0,0,1,,,
DMPE,FA [xx:x](+O),FA1(+O),-1,FA1,0,1,1,0,0,0,0,,,
DMPE,FA [yy:y](+O),FA2(+O),-1,FA2,0,1,1,0,0,0,0,,,
DMPE,-FA [xx:x](+HO),-FA1(+HO),-1,FA2;HG,0,-1,-1,0,0,0,0,,,
DMPE,-FA [yy:y](+HO),-FA2(+HO),-1,FA1;HG,0,-1,-1,0,0,0,0,,,
DMPE,-FA [xx:x](-H),-FA1(-H),-1,FA2;HG,0,1,0,0,0,0,0,,,
DMPE,-FA [yy:y](-H),-FA2(-H),-1,FA1;HG,0,1,0,0,0,0,0,,,
LPC O,-(H2O),-(H2O),1,M,0,-2,-1,0,0,0,0,,,
LPC O,"HG(PC,86)","HG(PC,86)",1,HG,-3,-8,-6,0,-1,0,1,,,
LPC O,HG(PC) – (H20),HG(PC) – (H20),1,HG,0,-1,-1,0,0,0,0,,,
LPC O,"HG(PC,184)","HG(PC,184)",1,HG,-3,-5,-2,0,0,0,1,,,
LPC O,"(C5H13NO,104)","(C5H13NO,104)",1,HG,-3,-6,-5,0,-1,0,1,,,
LPC O,-(CH3[adduct]),-(CH3[adduct]),-1,M,-1,-2,0,0,0,0,1,,,
LPC O,1,HG(PC)-(CH3[adduct]),-1,HG,-4,-7,-2,0,0,0,0,,,
LPC O,2,2,-1,HG,-1,-3,-1,0,0,0,0,,,
LPC O,3,3,-1,M,-5,-13,-1,-1,0,0,0,,,
LPC O,4,4,-1,M,-2,-15,-2,-1,0,0,0,,,
PC O,HG(PC)-(CH3[adduct]),HG(PC)-(CH3[adduct]),-1,HG,-1,-2,-1,0,0,0,1,,,
PC O,-(CH3[adduct]),-(CH3[adduct]),-1,M,-1,-2,0,0,0,0,1,,,
PC O,FA [xx:x],FA O-FA1,-1,FA1,0,1,1,0,0,0,0,,,
PC O,FA [yy:y](+O),FA2(+O),-1,FA2,0,1,1,0,0,0,0,,,
PC O,-FA [yy:y](+HO),-FA2(+HO),-1,FA1;HG,-1,-3,-1,0,0,0,0,,,
PC O,-FA [yy:y](-H),-FA2(-H),-1,FA1;HG,-1,-1,0,0,0,0,0,,,
PC O,FA [yy:y] -(CO),FA2 -(CO),-1,FA2,-1,1,-1,0,0,0,0,,,
PC O,"HG(PC,184)","HG(PC,184)",1,HG,-3,-4,-2,0,0,0,1,,,
LPE O,-FA [xx:x](-H),-FA(-H),-1,HG,0,1,0,0,0,0,0,,,
LPE O,GP(153),GP(153),-1,HG,-2,-6,-1,-1,0,0,1,,,
LPE O,"-HG(PE,141)","-HG(PE,141)",1,HG;FA,-2,-8,-4,-1,-1,0,1,,,
LPE O,"-(C2H5N,43)","-(C2H5N,43)",-1,HG;FA,-2,-5,0,-1,0,0,0,,,
LPE O,"-(C2H7NO,61)","-(C2H7NO,61)",-1,HG;FA,-2,-7,-1,-1,0,0,0,,,
LPE O,-(H20),-(H20),-1,HG;FA,0,-2,-1,0,0,0,0,,,
LPE O,HG(196),HG(196),-1,HG,0,-1,-1,0,0,0,0,,,
LPE O,HG(140),HG(140),-1,HG,-3,-5,-2,0,0,0,0,,,
PE O,GP(153),GP(153),-1,HG,-2,-5,-1,-1,0,0,1,,,
PE O,GP(135),GP(135),-1,HG,-2,-7,-2,-1,0,0,1,,,
PE O,FA [yy:y](+O),FA2(+O),-1,FA2,0,1,1,0,0,0,0,,,
PE O,-FA [yy:y](+HO),-FA2(+HO),-1,FA1;HG,0,-1,-1,0,0,0,0,,,
PE O,-FA [yy:y](-H),-FA2(-H),-1,FA1;HG,0,1,0,0,0,0,0,,,
PE O,FA [yy:y] -(CO),FA2 -(CO),-1,FA2,-1,1,-1,0,0,0,0,,,
PE O,"-HG(PE,141)","-HG(PE,141)",1,M,-2,-8,-4,-1,-1,0,1,,,
PE O,FA [yy:y]+(C3H6O2),FA2+(C3H6O2),1,FA2;HG,-2,-7,-4,-1,-1,0,0,,,
Hex3Cer,"-(H2O,18)","-(H2O,18)",1,M,0,-2,-1,0,0,0,1,,,
Hex3Cer,LCB [xx:x;x](-HO),LCB(-HO),1,LCB,0,-1,-1,0,0,0,0,,,
Hex3Cer,LCB [xx:x;x](-H3O2),LCB(-H3O2),1,LCB,0,-3,-2,0,0,0,0,,,
Hex3Cer,LCB [xx:x;x](-CH3O2),LCB(-CH3O2),1,LCB,-1,-3,-2,0,0,0,0,,,
Hex3Cer,"-HG(Hex3,504)","-HG(Hex3,504)",1,M,-18,-32,-16,0,0,0,1,,,
Hex3Cer,"-HG(Hex3,522)","-HG(Hex3,522)",1,M,-18,-34,-17,0,0,0,1,,,
Hex3Cer,"-HG(Hex3,534)","-HG(Hex3,534)",1,M,-19,-34,-17,0,0,0,1,,,
Hex3Cer,"-HG(Hex2,342)","-HG(Hex2,342)",1,M,-12,-22,-11,0,0,0,1,,,
Hex3Cer,"-HG(Hex,180)","-HG(Hex,180)",1,M,-6,-12,-6,0,0,0,1,,,
GB4,"HG(NHex,204)","HG(NHex,204)",1,HG,-18,-30,-15,0,0,0,1,,,
GB4,"HG(NHex2,366)","HG(NHex2,366)",1,HG,-12,-20,-10,0,0,0,1,,,
GB4,"HG(NHex3,528)","HG(NHex3,528)",1,HG,-6,-10,-5,0,0,0,1,,,
GB4,"-(H2O,18)","-(H2O,18)",1,M,0,-2,-1,0,0,0,1,,,
GB4,LCB [xx:x;x](-HO),LCB(-HO),1,LCB,0,-1,-1,0,0,0,0,,,
GB4,LCB [xx:x;x](-H3O2),LCB(-H3O2),1,LCB,0,-3,-2,0,0,0,0,,,
GB4,LCB [xx:x;x](-CH3O2),LCB(-CH3O2),1,LCB,-1,-3,-2,0,0,0,0,,,
GB4,"-HG(NHex4,707)","-HG(NHex4,707)",1,M,-26,-45,-21,-1,0,0,1,,,
GB4,"-HG(NHex4,725)","-HG(NHex4,725)",1,M,-26,-47,-22,-1,0,0,1,,,
GB4,"-HG(NHex3,545)","-HG(NHex3,545)",1,M,-20,-35,-16,-1,0,0,1,,,
GB4,"-HG(NHex2,383)","-HG(NHex2,383)",1,M,-14,-25,-11,-1,0,0,1,,,
GB4,"-HG(NHex,221)","-HG(NHex,221)",1,M,-8,-15,-6,-1,0,0,1,,,
GB4,"-HG(NHex4,689)","-HG(NHex4,689)",1,M,-26,-43,-20,-1,0,0,1,,,
GM1,LCB [xx:x;x](-HO),LCB(-HO),1,LCB,0,-1,-1,0,0,0,0,,,
GM1,LCB [xx:x;x](-H3O2),LCB(-H3O2),1,LCB,0,-3,-2,0,0,0,0,,,
GM1,LCB [xx:x;x](-CH3O2),LCB(-CH3O2),1,LCB,-1,-3,-2,0,0,0,0,,,
GM1,"-HG(N2Hex3,674)","-HG(N2Hex3,674)",1,M,-25,-42,-19,-2,0,0,1,,,
GM1,"-HG(N2Hex4,836)","-HG(N2Hex4,836)",1,M,-31,-52,-24,-2,0,0,1,,,
GM1,"-HG(N2Hex5,998)","-HG(N2Hex5,998)",1,M,-37,-62,-29,-2,0,0,1,,,
GM1,"-HG(N2Hex5,1016)","-HG(N2Hex5,1016)",1,M,-37,-64,-30,-2,0,0,1,,,
GM1,"-HG(N2Hex5,1028)","-HG(N2Hex5,1028)",1,M,-38,-64,-30,-2,0,0,1,,,
GM1,"HG(NHex2,366)","HG(NHex2,366)",1,HG,-22,-33,-19,-1,0,0,1,,,
GM1,"HG(NHex,290)","HG(NHex,290)",-1,HG,-26,-43,-20,-1,0,0,1,,,
GM1,"-HG(CO2, 44)","-HG(CO2,44)",-1,M,-1,0,-2,0,0,0,1,,,
GM1,"-HG(NHex2,365)","-HG(NHex2,365)",-1,M,-14,-23,-10,-1,0,0,1,,,
GM1,"-HG(NHex2,409)","-HG(NHex2,409)",-1,M,-15,-23,-12,-1,0,0,1,,,
GM1,"-HG(N2Hex3,656)","-HG(N2Hex3,656)",-1,M,-25,-40,-18,-2,0,0,1,,,
GM1,"-HG(N2Hex4,818)","-HG(N2Hex4,818)",-1,M,-31,-50,-23,-2,0,0,1,,,
GM1,"-HG(N2Hex5,980)","-HG(N2Hex5,980)",-1,M,-37,-60,-28,-2,0,0,1,,,
GM1,"HG(NHex,87)","HG(NHex,87)",-1,HG,-34,-57,-25,-2,0,0,1,,,
GM1,"HG(Hex,161)","HG(Hex,161)",-1,HG,-31,-51,-23,-2,0,0,1,,,
GM1,"HG(Hex2NAc,364)","HG(Hex2NAc,364)",-1,HG,-23,-38,-18,-1,0,0,1,,,
GM1,"HG(NHex2,452)","HG(NHex2,452)",-1,HG,-20,-34,-15,-1,0,0,0,,,
GM1,"HG(NHex3NAc,655)","HG(NHex3NAc,655)",-1,HG,-12,-21,-10,0,0,0,0,,,
GM1,"HG(NHex4NAc,817)","HG(NHex4NAc,817)",-1,HG,-6,-11,-5,0,0,0,0,,,
GM1,"HG(NHex5NAc,979)","HG(NHex5NAc,979)",-1,HG,0,-1,0,0,0,0,0,,,
GM1,"-HG(Hex,162)","-HG(Hex,162)",-1,M,-6,-10,-5,0,0,0,0,,,
GM1,"-HG(NHex,291)","-HG(NHex,291)",-1,M,-11,-17,-8,-1,0,0,0,,,
GM1,"-HG(Hex2NAc,365)","-HG(Hex2NAc,365)",-1,M,-14,-23,-10,-1,0,0,0,,,
GM1,"-HG(NHex2,453)","-HG(NHex2,453)",-1,M,-17,-27,-13,-1,0,0,0,,,
GM1,"-HG(NHex3NAc,656)","-HG(NHex3NAc,656)",-1,M,-25,-40,-18,-2,0,0,0,,,
GM1,"-HG(NHex4NAc,818)","-HG(NHex4NAc,818)",-1,M,-31,-50,-23,-2,0,0,0,,,
GM1,"-HG(NHex5NAc,980)","-HG(NHex5NAc,980)",-1,M,-37,-60,-28,-2,0,0,0,,,
GM1,"HG(Hex,179)","HG(Hex,179)",-1,HG,-31,-49,-22,-2,0,0,0,,,
GM1,"HG(NHex,308)","HG(NHex,308)",-1,HG,-26,-42,-19,-1,0,0,0,,,
GM1,"HG(Hex2NAc,382)","HG(Hex2NAc,382)",-1,HG,-23,-36,-17,-1,0,0,0,,,
GM1,"HG(NHex2,470)","HG(NHex2,470)",-1,HG,-20,-32,-14,-1,0,0,0,,,
GM1,"HG(NHex3NAc,673)","HG(NHex3NAc,673)",-1,HG,-12,-19,-9,0,0,0,0,,,
GM1,"HG(NHex4NAc,835)","HG(NHex4NAc,835)",-1,HG,-6,-9,-4,0,0,0,0,,,
GM1,"HG(NHex5NAc,997)","HG(NHex5NAc,997)",-1,HG,0,1,1,0,0,0,0,,,
GM1,"-HG(Hex,180)","-HG(Hex,180)",-1,M,-6,-12,-6,0,0,0,0,,,
GM1,"-HG(NHex,309)","-HG(NHex,309)",-1,M,-11,-19,-9,-1,0,0,0,,,
GM1,"-HG(Hex2NAc,383)","-HG(Hex2NAc,383)",-1,M,-14,-25,-11,-1,0,0,0,,,
GM1,"-HG(NHex2,471)","-HG(NHex2,471)",-1,M,-17,-29,-14,-1,0,0,0,,,
GM1,"-HG(NHex3NAc,674)","-HG(NHex3NAc,674)",-1,M,-25,-42,-19,-2,0,0,0,,,
GM1,"-HG(NHex4NAc,836)","-HG(NHex4NAc,836)",-1,M,-31,-52,-24,-2,0,0,0,,,
GM1,"-HG(NHex5NAc,998)","-HG(NHex5NAc,998)",-1,M,-37,-62,-29,-2,0,0,0,,,
GM2,"HG(NHex,87)","HG(NHex,87)",-1,HG,-28,-47,-20,-2,0,0,0,,,
GM2,"HG(HexNAc,202)","HG(HexNAc,202)",-1,HG,-23,-38,-18,-1,0,0,0,,,
GM2,"HG(NHex,290)","HG(NHex,290)",-1,HG,-20,-34,-15,-1,0,0,0,,,
GM2,"HG(NHex3NAc,655)","HG(NHex3NAc,655)",-1,HG,-6,-11,-5,0,0,0,0,,,
GM2,"HG(NHex4NAc,817)","HG(NHex4NAc,817)",-1,HG,0,-1,0,0,0,0,0,,,
GM2,"-HG(NHex,291)","-HG(NHex,291)",-1,M,-11,-17,-8,-1,0,0,0,,,
GM2,"-HG(NHex3NAc,656)","-HG(NHex3NAc,656)",-1,M,-25,-40,-18,-2,0,0,0,,,
GM2,"-HG(NHex4NAc,818)","-HG(NHex4NAc,818)",-1,M,-31,-50,-23,-2,0,0,0,,,
GM2,"HG(HexNAc,220)","HG(HexNAc,220)",-1,HG,-23,-36,-17,-1,0,0,0,,,
GM2,"HG(NHex,308)","HG(NHex,308)",-1,HG,-20,-32,-14,-1,0,0,0,,,
GM2,"HG(NHex3NAc,673)","HG(NHex3NAc,673)",-1,HG,-6,-9,-4,0,0,0,0,,,
GM2,"HG(NHex4NAc,835)","HG(NHex4NAc,835)",-1,HG,0,1,1,0,0,0,0,,,
GM2,"-HG(NHex,309)","-HG(NHex,309)",-1,M,-11,-19,-9,-1,0,0,0,,,
GM2,"-HG(NHex3NAc,674)","-HG(NHex3NAc,674)",-1,M,-25,-42,-19,-2,0,0,0,,,
GM2,"-HG(NHex4NAc,836)","-HG(NHex4NAc,836)",-1,M,-31,-52,-24,-2,0,0,0,,,
GM3,"HG(NHex,87)","HG(NHex,87)",-1,HG,-20,-34,-15,-1,0,0,0,,,
GM3,"HG(NHex,290)","HG(NHex,290)",-1,HG,-12,-20,-10,0,0,0,1,,,
GM3,"HG(NHex2,452)","HG(NHex2,452)",-1,HG,-6,-11,-5,0,0,0,0,,,
GM3,"HG(NHex3,614)","HG(NHex3,614)",-1,HG,0,-1,0,0,0,0,0,,,
GM3,"-HG(NHex,291)","-HG(NHex,291)",-1,M,-11,-17,-8,-1,0,0,0,,,
GM3,"-HG(NHex2,453)","-HG(NHex2,453)",-1,M,-17,-27,-13,-1,0,0,0,,,
GM3,"-HG(NHex3,615)","-HG(NHex3,615)",-1,M,-23,-37,-18,-1,0,0,0,,,
GM3,"HG(NHex,308)","HG(NHex,308)",-1,HG,-12,-19,-9,0,0,0,0,,,
GM3,"HG(NHex2,470)","HG(NHex2,470)",-1,HG,-6,-9,-4,0,0,0,0,,,
GM3,"HG(NHex3,632)","HG(NHex3,632)",-1,HG,0,1,1,0,0,0,0,,,
GM3,"-HG(NHex,309)","-HG(NHex,309)",-1,M,-11,-19,-9,-1,0,0,0,,,
GM3,"-HG(NHex2,471)","-HG(NHex2,471)",-1,M,-17,-29,-14,-1,0,0,0,,,
GM3,"-HG(NHex3,633)","-HG(NHex3,633)",-1,M,-23,-39,-19,-1,0,0,0,,,
GM4,"HG(NHex,87)","HG(NHex,87)",-1,HG,-14,-24,-10,-1,0,0,0,,,
GM4,"HG(NHex,290)","HG(NHex,290)",-1,HG,-6,-10,-5,0,0,0,0,,,
GM4,"HG(NHex2,452)","HG(NHex2,452)",-1,HG,0,-1,0,0,0,0,0,,,
GM4,"-HG(NHex,291)","-HG(NHex,291)",-1,M,-11,-17,-8,-1,0,0,0,,,
GM4,"-HG(NHex2,453)","-HG(NHex2,453)",-1,M,-17,-27,-13,-1,0,0,0,,,
GM4,"HG(NHex,308)","HG(NHex,308)",-1,HG,-6,-9,-4,0,0,0,0,,,
GM4,"HG(NHex2,470)","HG(NHex2,470)",-1,HG,0,1,1,0,0,0,0,,,
GM4,"-HG(NHex,309)","-HG(NHex,309)",-1,M,-11,-19,-9,-1,0,0,0,,,
GM4,"-HG(NHex2,471)","-HG(NHex2,471)",-1,M,-17,-29,-14,-1,0,0,0,,,
GD1,"HG(NHex,87)","HG(NHex,87)",-1,HG,-45,-74,-33,-3,0,0,0,,,
GD1,"HG(Hex,161)","HG(Hex,161)",-1,HG,-42,-68,-31,-3,0,0,0,,,
GD1,"HG(NHex,290)","HG(NHex,290)",-1,HG,-37,-61,-28,-2,0,0,0,,,
GD1,"HG(Hex2NAc,364)","HG(Hex2NAc,364)",-1,HG,-34,-55,-26,-2,0,0,0,,,
GD1,"HG(NHex2,452)","HG(NHex2,452)",-1,HG,-31,-51,-23,-2,0,0,0,,,
GD1,"HG(N2Hex2,581)","HG(N2Hex2,581)",-1,HG,-26,-44,-20,-1,0,0,0,,,
GD1,"HG(NHex3NAc,655)","HG(NHex3NAc,655)",-1,HG,-23,-38,-18,-1,0,0,0,,,
GD1,"HG(N2Hex3,743)","HG(N2Hex3,743)",-1,HG,-20,-34,-15,-1,0,0,0,,,
GD1,"HG(NHex4NAc,817)","HG(NHex4NAc,817)",-1,HG,-17,-28,-13,-1,0,0,0,,,
GD1,"HG(N2Hex4NAc,946)","HG(N2Hex4NAc,946)",-1,HG,-12,-21,-10,0,0,0,0,,,
GD1,"HG(N2Hex5NAc,1108)","HG(N2Hex5NAc,1108)",-1,HG,-6,-11,-5,0,0,0,0,,,
GD1,"HG(N2Hex6NAc,1270)","HG(N2Hex6NAc,1270)",-1,HG,0,-1,0,0,0,0,0,,,
GD1,"-HG(Hex,162)","-HG(Hex,162)",-1,M,-6,-10,-5,0,0,0,0,,,
GD1,"-HG(NHex,291)","-HG(NHex,291)",-1,M,-11,-17,-8,-1,0,0,0,,,
GD1,"-HG(Hex2NAc,365)","-HG(Hex2NAc,365)",-1,M,-14,-23,-10,-1,0,0,0,,,
GD1,"-HG(NHex2,453)","-HG(NHex2,453)",-1,M,-17,-27,-13,-1,0,0,0,,,
GD1,"-HG(N2Hex2,582)","-HG(N2Hex2,582)",-1,M,-22,-34,-16,-2,0,0,0,,,
GD1,"-HG(NHex3NAc,656)","-HG(NHex3NAc,656)",-1,M,-25,-40,-18,-2,0,0,0,,,
GD1,"-HG(N2Hex3,744)","-HG(N2Hex3,744)",-1,M,-28,-44,-21,-2,0,0,0,,,
GD1,"-HG(NHex4NAc,818)","-HG(NHex4NAc,818)",-1,M,-31,-50,-23,-2,0,0,0,,,
GD1,"-HG(N2Hex4NAc,947)","-HG(N2Hex4NAc,947)",-1,M,-36,-57,-26,-3,0,0,0,,,
GD1,"-HG(N2Hex5NAc,1109)","-HG(N2Hex5NAc,1109)",-1,M,-42,-67,-31,-3,0,0,0,,,
GD1,"-HG(N2Hex6NAc,1271)","-HG(N2Hex6NAc,1271)",-1,M,-48,-77,-36,-3,0,0,0,,,
GD1,"HG(Hex,179)","HG(Hex,179)",-1,HG,-42,-66,-30,-3,0,0,0,,,
GD1,"HG(NHex,308)","HG(NHex,308)",-1,HG,-37,-59,-27,-2,0,0,0,,,
GD1,"HG(Hex2NAc,382)","HG(Hex2NAc,382)",-1,HG,-34,-53,-25,-2,0,0,0,,,
GD1,"HG(NHex2,470)","HG(NHex2,470)",-1,HG,-31,-49,-22,-2,0,0,0,,,
GD1,"HG(N2Hex2,599)","HG(N2Hex2,599)",-1,HG,-26,-42,-19,-1,0,0,0,,,
GD1,"HG(NHex3NAc,673)","HG(NHex3NAc,673)",-1,HG,-23,-36,-17,-1,0,0,0,,,
GD1,"HG(N2Hex3,761)","HG(N2Hex3,761)",-1,HG,-20,-32,-14,-1,0,0,0,,,
GD1,"HG(NHex4NAc,835)","HG(NHex4NAc,835)",-1,HG,-17,-26,-12,-1,0,0,0,,,
GD1,"HG(N2Hex4NAc,964)","HG(N2Hex4NAc,964)",-1,HG,-12,-19,-9,0,0,0,0,,,
GD1,"HG(N2Hex5NAc,1126)","HG(N2Hex5NAc,1126)",-1,HG,-6,-9,-4,0,0,0,0,,,
GD1,"HG(N2Hex6NAc,1288)","HG(N2Hex6NAc,1288)",-1,HG,0,1,1,0,0,0,0,,,
GD1,"-HG(Hex,180)","-HG(Hex,180)",-1,M,-6,-12,-6,0,0,0,0,,,
GD1,"-HG(NHex,309)","-HG(NHex,309)",-1,M,-11,-19,-9,-1,0,0,0,,,
GD1,"-HG(Hex2NAc,383)","-HG(Hex2NAc,383)",-1,M,-14,-25,-11,-1,0,0,0,,,
GD1,"-HG(NHex2,471)","-HG(NHex2,471)",-1,M,-17,-29,-14,-1,0,0,0,,,
GD1,"-HG(N2Hex2,600)","-HG(N2Hex2,600)",-1,M,-22,-36,-17,-2,0,0,0,,,
GD1,"-HG(NHex3NAc,674)","-HG(NHex3NAc,674)",-1,M,-25,-42,-19,-2,0,0,0,,,
GD1,"-HG(N2Hex3,762)","-HG(N2Hex3,762)",-1,M,-28,-46,-22,-2,0,0,0,,,
GD1,"-HG(NHex4NAc,836)","-HG(NHex4NAc,836)",-1,M,-31,-52,-24,-2,0,0,0,,,
GD1,"-HG(N2Hex4NAc,965)","-HG(N2Hex4NAc,965)",-1,M,-36,-59,-27,-3,0,0,0,,,
GD1,"-HG(N2Hex5NAc,1127)","-HG(N2Hex5NAc,1127)",-1,M,-42,-69,-32,-3,0,0,0,,,
GD1,"-HG(N2Hex6NAc,1289)","-HG(N2Hex6NAc,1289)",-1,M,-48,-79,-37,-3,0,0,0,,,
GD2,"HG(NHex,87)","HG(NHex,87)",-1,HG,-39,-64,-28,-3,0,0,0,,,
GD2,"HG(HexNAc,202)","HG(HexNAc,202)",-1,HG,-34,-55,-26,-2,0,0,0,,,
GD2,"HG(NHex,290)","HG(NHex,290)",-1,HG,-31,-51,-23,-2,0,0,0,,,
GD2,"HG(N2Hex2,581)","HG(N2Hex2,581)",-1,HG,-20,-34,-15,-1,0,0,0,,,
GD2,"HG(N2Hex4NAc,946)","HG(N2Hex4NAc,946)",-1,HG,-6,-11,-5,0,0,0,0,,,
GD2,"HG(N2Hex5NAc,1108)","HG(N2Hex5NAc,1108)",-1,HG,0,-1,0,0,0,0,0,,,
GD2,"-HG(NHex,291)","-HG(NHex,291)",-1,M,-11,-17,-8,-1,0,0,0,,,
GD2,"-HG(N2Hex2,582)","-HG(N2Hex2,582)",-1,M,-22,-34,-16,-2,0,0,0,,,
GD2,"-HG(N2Hex4NAc,947)","-HG(N2Hex4NAc,947)",-1,M,-36,-57,-26,-3,0,0,0,,,
GD2,"-HG(N2Hex5NAc,1109)","-HG(N2Hex5NAc,1109)",-1,M,-42,-67,-31,-3,0,0,0,,,
GD2,"HG(HexNAc,220)","HG(HexNAc,220)",-1,HG,-34,-53,-25,-2,0,0,0,,,
GD2,"HG(NHex,308)","HG(NHex,308)",-1,HG,-31,-49,-22,-2,0,0,0,,,
